Error1,Error2,Error3,Error4,Power_target,p1,p11,p1-t,p11-t,p11-p1,obs_pwd,pred_pwd
-32.68,-45.05714285714286,-18.38553603259486,25.209530711174015,35,23.562,19.23,-11.437999999999999,-15.77,-4.332000000000001,4_2201600_1300500000_3199000000,10_1036800_1300500000_3199000000
-34.55,-46.58333333333333,-18.38553603259486,25.209530711174015,36,23.562,19.23,-12.437999999999999,-16.77,-4.332000000000001,4_2201600_1300500000_3199000000,10_1036800_1300500000_3199000000
-36.31891891891891,-48.027027027027025,-18.38553603259486,25.209530711174015,37,23.562,19.23,-13.437999999999999,-17.77,-4.332000000000001,4_2201600_1300500000_3199000000,10_1036800_1300500000_3199000000
-37.99473684210526,-49.39473684210526,-18.38553603259486,25.209530711174015,38,23.562,19.23,-14.437999999999999,-18.77,-4.332000000000001,4_2201600_1300500000_3199000000,10_1036800_1300500000_3199000000
-39.58461538461538,-50.69230769230769,-18.38553603259486,25.209530711174015,39,23.562,19.23,-15.437999999999999,-19.77,-4.332000000000001,4_2201600_1300500000_3199000000,10_1036800_1300500000_3199000000
-41.095,-51.925,-18.38553603259486,25.209530711174015,40,23.562,19.23,-16.438,-20.77,-4.332000000000001,4_2201600_1300500000_3199000000,10_1036800_1300500000_3199000000
-42.53170731707317,-53.09756097560976,-18.38553603259486,25.209530711174015,41,23.562,19.23,-17.438,-21.77,-4.332000000000001,4_2201600_1300500000_3199000000,10_1036800_1300500000_3199000000
-43.89999999999999,-54.214285714285715,-18.38553603259486,25.209530711174015,42,23.562,19.23,-18.438,-22.77,-4.332000000000001,4_2201600_1300500000_3199000000,10_1036800_1300500000_3199000000
-45.2046511627907,-55.279069767441854,-18.38553603259486,25.209530711174015,43,23.562,19.23,-19.438,-23.77,-4.332000000000001,4_2201600_1300500000_3199000000,10_1036800_1300500000_3199000000
-46.449999999999996,-56.29545454545455,-18.38553603259486,25.209530711174015,44,23.562,19.23,-20.438,-24.77,-4.332000000000001,4_2201600_1300500000_3199000000,10_1036800_1300500000_3199000000
-47.64,-57.266666666666666,-18.38553603259486,25.209530711174015,45,23.562,19.23,-21.438,-25.77,-4.332000000000001,4_2201600_1300500000_3199000000,10_1036800_1300500000_3199000000
-48.778260869565216,-58.19565217391304,-18.38553603259486,25.209530711174015,46,23.562,19.23,-22.438,-26.77,-4.332000000000001,4_2201600_1300500000_3199000000,10_1036800_1300500000_3199000000
-49.86808510638298,-59.08510638297872,-18.38553603259486,25.209530711174015,47,23.562,19.23,-23.438,-27.77,-4.332000000000001,4_2201600_1300500000_3199000000,10_1036800_1300500000_3199000000
-50.912499999999994,-59.9375,-18.38553603259486,25.209530711174015,48,23.562,19.23,-24.438,-28.77,-4.332000000000001,4_2201600_1300500000_3199000000,10_1036800_1300500000_3199000000
-51.91428571428571,-60.755102040816325,-18.38553603259486,25.209530711174015,49,23.562,19.23,-25.438,-29.77,-4.332000000000001,4_2201600_1300500000_3199000000,10_1036800_1300500000_3199000000
-52.876,-61.53999999999999,-18.38553603259486,25.209530711174015,50,23.562,19.23,-26.438,-30.77,-4.332000000000001,4_2201600_1300500000_3199000000,10_1036800_1300500000_3199000000
